time,datetime,PS,QV10M,T10M,U50M,V50M
946684800000,2000-01-01 00:00:00,99173.03125,0.00431038485839963,275.5499572753906,-0.11293220520019531,1.6722484827041626
946688400000,2000-01-01 01:00:00,99196.3515625,0.00434089032933116,275.5866394042969,-0.08378730714321136,1.2646070718765259
946692000000,2000-01-01 02:00:00,99231.171875,0.004369487054646015,275.62969970703125,-0.13749396800994873,0.8735752105712891
946695600000,2000-01-01 03:00:00,99248.3046875,0.004388840869069099,275.6772766113281,-0.03555847704410553,0.5548887252807617
946699200000,2000-01-01 04:00:00,99265.15625,0.004408772103488445,275.7299499511719,0.22324995696544647,0.11867082118988037
946702800000,2000-01-01 05:00:00,99284.5546875,0.004420619457960129,275.7681884765625,0.26344677805900574,-0.08304029703140259
946706400000,2000-01-01 06:00:00,99310.171875,0.004415418487042189,275.7503662109375,0.28934958577156067,-0.1334783434867859
946710000000,2000-01-01 07:00:00,99346.21875,0.004406338091939688,275.73065185546875,0.5167580842971802,-0.23270511627197266
946713600000,2000-01-01 08:00:00,99394.9453125,0.004448328632861376,275.8177490234375,0.8252471685409546,-0.3625178933143616
946717200000,2000-01-01 09:00:00,99450.3515625,0.004543129820376635,276.2401428222656,0.9672105312347412,-0.38570594787597656
946720800000,2000-01-01 10:00:00,99474.171875,0.004769871477037668,277.1151428222656,1.0187464952468872,-0.547053873538971
946724400000,2000-01-01 11:00:00,99449.6484375,0.004998714197427034,278.0975341796875,1.164978265762329,-1.0244308710098267
946728000000,2000-01-01 12:00:00,99406.5546875,0.005095909349620342,278.6202697753906,1.1544816493988037,-1.1822692155838013
946731600000,2000-01-01 13:00:00,99384.890625,0.005153111182153225,278.92626953125,1.1687767505645752,-1.232765793800354
946735200000,2000-01-01 14:00:00,99388.6875,0.005252490285784006,278.97674560546875,1.0302037000656128,-1.23961341381073
946738800000,2000-01-01 15:00:00,99411.6015625,0.00514393812045455,278.68695068359375,0.7659615874290466,-1.356593370437622
946742400000,2000-01-01 16:00:00,99440.328125,0.005090738646686077,278.43157958984375,0.5639196634292603,-1.5855374336242676
946746000000,2000-01-01 17:00:00,99466.7578125,0.005075687542557716,278.2138671875,0.2841660976409912,-1.7572846412658691
946749600000,2000-01-01 18:00:00,99500.4765625,0.005047094542533159,277.94805908203125,-0.08504241704940796,-1.9240590333938599
946753200000,2000-01-01 19:00:00,99530.890625,0.0050031449645757675,277.6664123535156,-0.4863218665122986,-2.10960054397583
946756800000,2000-01-01 20:00:00,99534.2265625,0.004932675510644913,277.37310791015625,-0.8325400352478027,-2.229536533355713
946760400000,2000-01-01 21:00:00,99534.8203125,0.0048605166375637054,277.2027282714844,-0.8020118474960327,-2.219517230987549
946764000000,2000-01-01 22:00:00,99519.1171875,0.004786384291946888,277.0369873046875,-0.4376160204410553,-2.308575391769409
946767600000,2000-01-01 23:00:00,99507.765625,0.004700224380940199,276.7461242675781,-0.007423728704452515,-2.677969217300415
946771200000,2000-01-02 00:00:00,99493.15625,0.004617581143975258,276.42364501953125,0.2990429401397705,-3.2606148719787598
946774800000,2000-01-02 01:00:00,99511.5390625,0.004536972381174564,276.10614013671875,0.353869765996933,-3.8976211547851562
946778400000,2000-01-02 02:00:00,99517.3515625,0.004445040598511696,275.77313232421875,0.20372077822685242,-4.494089126586914
946782000000,2000-01-02 03:00:00,99516.9921875,0.004383658990263939,275.4960021972656,-0.13169905543327332,-5.094098091125488
946785600000,2000-01-02 04:00:00,99524.609375,0.004360647406429052,275.39385986328125,-0.7881249189376831,-5.4876532554626465
946789200000,2000-01-02 05:00:00,99528.8046875,0.0043454705737531185,275.39605712890625,-1.4956233501434326,-5.347570896148682
946792800000,2000-01-02 06:00:00,99528.421875,0.004345432389527559,275.5102844238281,-1.715179681777954,-4.702154636383057
946796400000,2000-01-02 07:00:00,99521.640625,0.004347026348114014,275.5970153808594,-1.5759410858154297,-4.432572841644287
946800000000,2000-01-02 08:00:00,99519.40625,0.004478303715586662,276.237548828125,-0.7593605518341064,-4.124424934387207
946803600000,2000-01-02 09:00:00,99528.984375,0.004670635797083378,277.22137451171875,0.4008982181549072,-4.031864166259766
946807200000,2000-01-02 10:00:00,99523.7265625,0.004775045905262232,278.331298828125,0.4241598844528198,-4.826699733734131
946810800000,2000-01-02 11:00:00,99499.8046875,0.004765043500810862,279.0940856933594,0.6104906797409058,-5.538618087768555
946814400000,2000-01-02 12:00:00,99485.3125,0.004768508020788431,279.4024353027344,0.8795369863510132,-5.840719223022461
946818000000,2000-01-02 13:00:00,99489.0078125,0.00476083206012845,279.416748046875,0.8409328460693359,-5.843224048614502
946821600000,2000-01-02 14:00:00,99510.671875,0.004865862429141998,278.94189453125,0.9364439249038696,-5.174393177032471
946825200000,2000-01-02 15:00:00,99524.9140625,0.004745939746499062,277.0881652832031,1.2195429801940918,-4.7288713455200195
946828800000,2000-01-02 16:00:00,99545.1640625,0.004528942983597517,275.57281494140625,1.0311279296875,-4.487034797668457
946832400000,2000-01-02 17:00:00,99553.8671875,0.004393917508423328,274.91790771484375,0.7313728332519531,-3.7751529216766357
946836000000,2000-01-02 18:00:00,99570.984375,0.004273898899555206,274.6431579589844,0.6475486755371094,-2.863337516784668
946839600000,2000-01-02 19:00:00,99603.3046875,0.00417267344892025,274.483642578125,0.73891282081604,-1.877738118171692
946843200000,2000-01-02 20:00:00,99650.328125,0.004119068384170532,274.4488525390625,0.914665699005127,-0.8699750900268555
946846800000,2000-01-02 21:00:00,99690.8046875,0.004088370129466057,274.4615783691406,0.8933570384979248,0.221613809466362
946850400000,2000-01-02 22:00:00,99724.296875,0.004055968020111322,274.5496826171875,0.5675232410430908,1.2504098415374756
946854000000,2000-01-02 23:00:00,99730.515625,0.003975820727646351,274.2958679199219,-0.11093950271606445,2.0658204555511475
946857600000,2000-01-03 00:00:00,99714.984375,0.003912743180990219,273.9655456542969,-1.1544060707092285,2.768467903137207
946861200000,2000-01-03 01:00:00,99698.21875,0.0038688285276293755,273.70013427734375,-2.3193511962890625,3.184999465942383
946864800000,2000-01-03 02:00:00,99687.71875,0.003806894179433584,273.3591613769531,-3.2017822265625,3.409619092941284
946868400000,2000-01-03 03:00:00,99678.5546875,0.0037420187145471573,273.24566650390625,-3.5316884517669678,3.5171005725860596
946872000000,2000-01-03 04:00:00,99680.296875,0.0036763735115528107,273.31622314453125,-3.406083106994629,3.5989840030670166
946875600000,2000-01-03 05:00:00,99690.3359375,0.0036050407215952873,273.3086242675781,-3.353039264678955,3.7935943603515625
946879200000,2000-01-03 06:00:00,99707.78125,0.0035365072544664145,273.2638854980469,-3.2315006256103516,4.328603267669678
946882800000,2000-01-03 07:00:00,99720.15625,0.0034905998036265373,273.0511779785156,-2.693591594696045,5.1979851722717285
946886400000,2000-01-03 08:00:00,99728.109375,0.0035855541937053204,274.11541748046875,-2.2415215969085693,4.971108436584473
946890000000,2000-01-03 09:00:00,99725.5625,0.0037496164441108704,275.1965637207031,-1.442152976989746,4.8564581871032715
946893600000,2000-01-03 10:00:00,99700.734375,0.004032575059682131,276.8699951171875,-0.69016432762146,4.93465518951416
946897200000,2000-01-03 11:00:00,99645.0625,0.004226913210004568,278.3940124511719,-0.2888967990875244,4.823060035705566
946900800000,2000-01-03 12:00:00,99579.5859375,0.004394638817757368,279.5155029296875,-0.27296972274780273,4.778899192810059
946904400000,2000-01-03 13:00:00,99507.2421875,0.004572018515318632,280.14324951171875,-0.4600369930267334,4.672116279602051
946908000000,2000-01-03 14:00:00,99466.8984375,0.004902123473584652,279.89208984375,-1.189743995666504,4.3281025886535645
946911600000,2000-01-03 15:00:00,99441.578125,0.004610538482666016,278.16064453125,-2.314746141433716,4.663843631744385
946915200000,2000-01-03 16:00:00,99425.9296875,0.004404462408274412,276.66552734375,-2.8656005859375,5.760349750518799
946918800000,2000-01-03 17:00:00,99430.25,0.004343364853411913,275.78936767578125,-2.7602553367614746,7.004023551940918
946922400000,2000-01-03 18:00:00,99439.6171875,0.004289842676371336,275.1632385253906,-2.172607183456421,7.754771709442139
946926000000,2000-01-03 19:00:00,99465.7421875,0.004213483538478613,274.5037841796875,-1.2172856330871582,7.824615478515625
946929600000,2000-01-03 20:00:00,99479.2578125,0.0041142795234918594,273.8752136230469,-0.3836475610733032,7.501921653747559
946933200000,2000-01-03 21:00:00,99489.8046875,0.004055146127939224,274.04296875,0.2407546043395996,6.820040702819824
946936800000,2000-01-03 22:00:00,99484.2265625,0.003992337733507156,274.1619873046875,0.7453062534332275,5.956964492797852
946940400000,2000-01-03 23:00:00,99457.0625,0.003981087356805801,274.130126953125,0.9071197509765625,5.357776165008545
946944000000,2000-01-04 00:00:00,99413.5234375,0.003965744748711586,274.12335205078125,0.44610464572906494,5.160553455352783
946947600000,2000-01-04 01:00:00,99374.2109375,0.003927551209926605,273.9981689453125,-0.20134598016738892,5.081730842590332
946951200000,2000-01-04 02:00:00,99330.75,0.0038865699898451567,273.97479248046875,-0.45663022994995117,5.063510894775391
946954800000,2000-01-04 03:00:00,99300.5859375,0.003891696222126484,274.07269287109375,-0.2894012928009033,4.951878547668457
