time,datetime,PS,QV10M,T10M,U50M,V50M
915148800000,1999-01-01 00:00:00,97492.921875,0.0046489848755300045,278.45654296875,-4.541166305541992,6.045386791229248
915152400000,1999-01-01 01:00:00,97493.2890625,0.004552725702524185,278.1510925292969,-4.451210975646973,5.755943298339844
915156000000,1999-01-01 02:00:00,97498.3828125,0.004433583468198776,277.9808349609375,-3.7076168060302734,5.884881496429443
915159600000,1999-01-01 03:00:00,97515.2578125,0.004354802891612053,277.96783447265625,-3.10465145111084,5.705173969268799
915163200000,1999-01-01 04:00:00,97567.5078125,0.004352619871497154,278.1372375488281,-2.792835235595703,5.922587871551514
915166800000,1999-01-01 05:00:00,97668.140625,0.004406004678457975,278.2894287109375,-2.4863691329956055,5.877967357635498
915170400000,1999-01-01 06:00:00,97762.7109375,0.0044423602521419525,278.43597412109375,-2.255797863006592,5.062025547027588
915174000000,1999-01-01 07:00:00,97841.7265625,0.004400611389428377,278.739990234375,-2.007455587387085,4.144753456115723
915177600000,1999-01-01 08:00:00,97916.1640625,0.004503701813519001,279.26458740234375,-1.9090549945831299,3.5402467250823975
915181200000,1999-01-01 09:00:00,97986.5546875,0.004913657438009977,280.0075378417969,-1.4394357204437256,3.380023956298828
915184800000,1999-01-01 10:00:00,98022.9375,0.004972894676029682,280.71405029296875,-0.6864707469940186,3.33825421333313
915188400000,1999-01-01 11:00:00,98015.7578125,0.005138847976922989,281.1234130859375,0.007859349250793457,3.031256914138794
915192000000,1999-01-01 12:00:00,97981.875,0.005390426144003868,281.5894775390625,0.14005279541015625,2.6841468811035156
915195600000,1999-01-01 13:00:00,97967.890625,0.005663042422384024,281.99609375,-0.01718008518218994,2.236412286758423
915199200000,1999-01-01 14:00:00,97961.71875,0.0056501589715480804,282.04351806640625,-0.23602211475372314,1.933215618133545
915202800000,1999-01-01 15:00:00,97978.1875,0.005166166927665472,281.83648681640625,-0.2574452757835388,1.834776759147644
915206400000,1999-01-01 16:00:00,98023.1953125,0.004989277105778456,281.3150329589844,-0.11407643556594849,1.8386424779891968
915210000000,1999-01-01 17:00:00,98081.875,0.004934876691550016,280.84234619140625,0.1445552110671997,1.8815158605575562
915213600000,1999-01-01 18:00:00,98143.203125,0.004938728176057339,280.32763671875,0.5267794132232666,1.8528265953063965
915217200000,1999-01-01 19:00:00,98180.765625,0.004974890034645796,279.7813720703125,0.7889360189437866,1.877356767654419
915220800000,1999-01-01 20:00:00,98204.5,0.005016736686229706,279.19989013671875,0.6603915691375732,2.0888679027557373
915224400000,1999-01-01 21:00:00,98222.4375,0.004991802852600813,278.4979248046875,-0.26368391513824463,2.8188650608062744
915228000000,1999-01-01 22:00:00,98232.1640625,0.004797080066055059,277.41436767578125,-1.234910011291504,3.865575075149536
915231600000,1999-01-01 23:00:00,98231.21875,0.004602429457008839,276.3349304199219,-1.6844309568405151,4.809132099151611
915235200000,1999-01-02 00:00:00,98200.609375,0.004457517992705107,275.59783935546875,-1.8334115743637085,5.642717361450195
915238800000,1999-01-02 01:00:00,98196.0546875,0.004367683548480272,275.3836364746094,-1.6787440776824951,6.067051410675049
915242400000,1999-01-02 02:00:00,98169.7734375,0.004321092274039984,275.3341369628906,-1.3885653018951416,6.176370620727539
915246000000,1999-01-02 03:00:00,98116.8828125,0.004265195690095425,275.2525634765625,-1.1755309104919434,6.383913040161133
915249600000,1999-01-02 04:00:00,98074.78125,0.00420199753716588,275.2625732421875,-1.4074064493179321,6.787407875061035
915253200000,1999-01-02 05:00:00,98044.5078125,0.004146747291088104,275.5409851074219,-2.171718120574951,7.21078634262085
915256800000,1999-01-02 06:00:00,98020.21875,0.004061195068061352,275.8210754394531,-2.9332776069641113,7.612970352172852
915260400000,1999-01-02 07:00:00,98011.34375,0.003933649510145187,275.8053283691406,-3.062138319015503,7.789322376251221
915264000000,1999-01-02 08:00:00,98028.5234375,0.003966316115111113,276.6741943359375,-2.691417932510376,7.622259140014648
915267600000,1999-01-02 09:00:00,98033.484375,0.00419917656108737,278.18438720703125,-2.1806883811950684,7.384464263916016
915271200000,1999-01-02 10:00:00,98001.28125,0.004511972423642874,280.14923095703125,-1.466949462890625,7.484882831573486
915274800000,1999-01-02 11:00:00,97921.515625,0.004834693390876055,282.0245056152344,0.08870100975036621,8.02953052520752
915278400000,1999-01-02 12:00:00,97847.0,0.0050755450502038,283.08660888671875,0.8725835680961609,8.204160690307617
915282000000,1999-01-02 13:00:00,97810.53125,0.005279799457639456,282.9205322265625,1.6263574361801147,8.416375160217285
