time,datetime,PS,QV10M,T10M,U50M,V50M
883612800000,1998-01-01 00:00:00,98150.265625,0.005729301366955042,280.23931884765625,2.566570281982422,4.4646992683410645
883616400000,1998-01-01 01:00:00,98177.59375,0.005711840000003576,280.6588134765625,2.248537063598633,3.2008023262023926
883620000000,1998-01-01 02:00:00,98183.21875,0.005690844729542732,280.86138916015625,1.8392475843429565,2.236280918121338
883623600000,1998-01-01 03:00:00,98165.515625,0.005645983852446079,280.75347900390625,1.3268190622329712,1.469010591506958
883627200000,1998-01-01 04:00:00,98165.6171875,0.005583618301898241,280.58294677734375,0.5624765157699585,1.1175943613052368
883630800000,1998-01-01 05:00:00,98176.515625,0.005518581718206406,280.4788818359375,-0.1483093500137329,1.245918869972229
883634400000,1998-01-01 06:00:00,98199.5,0.005419427994638681,280.37335205078125,-0.32563984394073486,1.9821127653121948
883638000000,1998-01-01 07:00:00,98254.4375,0.00530708534643054,280.2805480957031,0.3935104012489319,2.4835357666015625
883641600000,1998-01-01 08:00:00,98356.3515625,0.0053339810110628605,280.3381042480469,1.465715765953064,2.4503660202026367
883645200000,1998-01-01 09:00:00,98430.5390625,0.005709843244403601,280.875244140625,2.015221357345581,2.0181968212127686
883648800000,1998-01-01 10:00:00,98454.203125,0.00572150619700551,281.2414245605469,1.636230707168579,1.2756272554397583
883652400000,1998-01-01 11:00:00,98426.484375,0.005714203231036663,281.5711669921875,1.386183500289917,0.7537248134613037
883656000000,1998-01-01 12:00:00,98365.4140625,0.005846178159117699,282.2075500488281,1.0919718742370605,1.105957269668579
883659600000,1998-01-01 13:00:00,98298.8828125,0.0060059987008571625,282.88653564453125,0.7060112953186035,1.7211170196533203
883663200000,1998-01-01 14:00:00,98227.1796875,0.006341376807540655,282.80572509765625,0.07992950081825256,2.2150964736938477
883666800000,1998-01-01 15:00:00,98163.984375,0.006062838714569807,282.111328125,-0.016189508140087128,3.422105312347412
883670400000,1998-01-01 16:00:00,98127.6953125,0.006005763541907072,281.1759338378906,0.028654402121901512,4.928548336029053
